Date,Product_ID,Sales,Lead_Time,DayOfWeek,Month,Sales_Lag_1,Sales_Lag_7,Rolling_Mean_7
2023-04-21,Product_4,62,2,4,4,55.0,58.0,60.142857142857146
2023-04-22,Product_4,60,4,5,4,62.0,64.0,59.57142857142857
2023-04-23,Product_4,65,5,6,4,60.0,59.0,60.42857142857143
2023-04-24,Product_4,57,4,0,4,65.0,58.0,60.285714285714285
2023-04-25,Product_4,49,5,1,4,57.0,62.0,58.42857142857143
2023-04-26,Product_4,48,3,2,4,49.0,61.0,56.57142857142857
2023-04-27,Product_4,55,3,3,4,48.0,55.0,56.57142857142857
2023-04-28,Product_4,56,3,4,4,55.0,62.0,55.714285714285715
2023-04-29,Product_4,63,5,5,4,56.0,60.0,56.142857142857146
2023-04-30,Product_4,63,3,6,4,63.0,65.0,55.857142857142854
2023-05-01,Product_4,61,2,0,5,63.0,57.0,56.42857142857143
2023-05-02,Product_4,55,2,1,5,61.0,49.0,57.285714285714285
2023-05-03,Product_4,56,4,2,5,55.0,48.0,58.42857142857143
2023-05-04,Product_4,66,2,3,5,56.0,55.0,60.0
2023-05-05,Product_4,56,4,4,5,66.0,56.0,60.0
2023-05-06,Product_4,50,2,5,5,56.0,63.0,58.142857142857146
2023-05-07,Product_4,64,5,6,5,50.0,63.0,58.285714285714285
2023-05-08,Product_4,60,4,0,5,64.0,61.0,58.142857142857146
2023-05-09,Product_4,57,2,1,5,60.0,55.0,58.42857142857143
2023-05-10,Product_4,59,3,2,5,57.0,56.0,58.857142857142854
2023-05-11,Product_4,53,4,3,5,59.0,66.0,57.0
2023-05-12,Product_4,55,4,4,5,53.0,56.0,56.857142857142854
2023-05-13,Product_4,58,3,5,5,55.0,50.0,58.0
2023-05-14,Product_4,55,5,6,5,58.0,64.0,56.714285714285715
2023-05-15,Product_4,59,4,0,5,55.0,60.0,56.57142857142857
2023-05-16,Product_4,61,5,1,5,59.0,57.0,57.142857142857146
2023-05-17,Product_4,50,3,2,5,61.0,59.0,55.857142857142854
2023-05-18,Product_4,47,4,3,5,50.0,53.0,55.0
2023-05-19,Product_4,57,2,4,5,47.0,55.0,55.285714285714285
2023-05-20,Product_4,59,5,5,5,57.0,58.0,55.42857142857143
2023-05-21,Product_4,57,2,6,5,59.0,55.0,55.714285714285715
2023-05-22,Product_4,60,2,0,5,57.0,59.0,55.857142857142854
2023-05-23,Product_4,59,4,1,5,60.0,61.0,55.57142857142857
2023-05-24,Product_4,58,4,2,5,59.0,50.0,56.714285714285715
2023-05-25,Product_4,54,4,3,5,58.0,47.0,57.714285714285715
2023-05-26,Product_4,51,5,4,5,54.0,57.0,56.857142857142854
2023-05-27,Product_4,56,3,5,5,51.0,59.0,56.42857142857143
2023-05-28,Product_4,61,5,6,5,56.0,57.0,57.0
2023-05-29,Product_4,54,3,0,5,61.0,60.0,56.142857142857146
2023-05-30,Product_4,56,3,1,5,54.0,59.0,55.714285714285715
2023-05-31,Product_4,54,4,2,5,56.0,58.0,55.142857142857146
2023-06-01,Product_4,52,5,3,6,54.0,54.0,54.857142857142854
2023-06-02,Product_4,54,3,4,6,52.0,51.0,55.285714285714285
2023-06-03,Product_4,53,5,5,6,54.0,56.0,54.857142857142854
2023-06-04,Product_4,56,2,6,6,53.0,61.0,54.142857142857146
2023-06-05,Product_4,56,3,0,6,56.0,54.0,54.42857142857143
2023-06-06,Product_4,52,4,1,6,56.0,56.0,53.857142857142854
2023-06-07,Product_4,58,5,2,6,52.0,54.0,54.42857142857143
2023-06-08,Product_4,51,4,3,6,58.0,52.0,54.285714285714285
2023-06-09,Product_4,55,5,4,6,51.0,54.0,54.42857142857143
2023-06-10,Product_4,62,2,5,6,55.0,53.0,55.714285714285715
2023-06-11,Product_4,44,4,6,6,62.0,56.0,54.0
2023-06-12,Product_4,51,2,0,6,44.0,56.0,53.285714285714285
2023-06-13,Product_4,47,3,1,6,51.0,52.0,52.57142857142857
2023-06-14,Product_4,47,2,2,6,47.0,58.0,51.0
2023-06-15,Product_4,54,3,3,6,47.0,51.0,51.42857142857143
2023-06-16,Product_4,57,3,4,6,54.0,55.0,51.714285714285715
2023-06-17,Product_4,51,2,5,6,57.0,62.0,50.142857142857146
2023-06-18,Product_4,51,5,6,6,51.0,44.0,51.142857142857146
2023-06-19,Product_4,52,5,0,6,51.0,51.0,51.285714285714285
2023-06-20,Product_4,49,3,1,6,52.0,47.0,51.57142857142857
2023-06-21,Product_4,52,2,2,6,49.0,47.0,52.285714285714285
2023-06-22,Product_4,57,5,3,6,52.0,54.0,52.714285714285715
2023-06-23,Product_4,53,2,4,6,57.0,57.0,52.142857142857146
2023-06-24,Product_4,57,2,5,6,53.0,51.0,53.0
2023-06-25,Product_4,55,5,6,6,57.0,51.0,53.57142857142857
2023-06-26,Product_4,53,5,0,6,55.0,52.0,53.714285714285715
2023-06-27,Product_4,54,4,1,6,53.0,49.0,54.42857142857143
2023-06-28,Product_4,64,5,2,6,54.0,52.0,56.142857142857146
2023-06-29,Product_4,47,4,3,6,64.0,57.0,54.714285714285715
2023-06-30,Product_4,41,4,4,6,47.0,53.0,53.0
2023-07-01,Product_4,54,2,5,7,41.0,57.0,52.57142857142857
2023-07-02,Product_4,51,3,6,7,54.0,55.0,52.0
2023-07-03,Product_4,57,5,0,7,51.0,53.0,52.57142857142857
2023-07-04,Product_4,56,2,1,7,57.0,54.0,52.857142857142854
2023-07-05,Product_4,44,4,2,7,56.0,64.0,50.0
2023-07-06,Product_4,53,5,3,7,44.0,47.0,50.857142857142854
2023-07-07,Product_4,47,2,4,7,53.0,41.0,51.714285714285715
2023-07-08,Product_4,44,4,5,7,47.0,54.0,50.285714285714285
2023-07-09,Product_4,50,3,6,7,44.0,51.0,50.142857142857146
2023-07-10,Product_4,49,4,0,7,50.0,57.0,49.0
2023-07-11,Product_4,48,4,1,7,49.0,56.0,47.857142857142854
2023-07-12,Product_4,56,3,2,7,48.0,44.0,49.57142857142857
2023-07-13,Product_4,47,2,3,7,56.0,53.0,48.714285714285715
2023-07-14,Product_4,46,2,4,7,47.0,47.0,48.57142857142857
2023-07-15,Product_4,44,5,5,7,46.0,44.0,48.57142857142857
2023-07-16,Product_4,47,4,6,7,44.0,50.0,48.142857142857146
2023-07-17,Product_4,46,5,0,7,47.0,49.0,47.714285714285715
2023-07-18,Product_4,36,3,1,7,46.0,48.0,46.0
2023-07-19,Product_4,39,5,2,7,36.0,56.0,43.57142857142857
2023-07-20,Product_4,50,2,3,7,39.0,47.0,44.0
2023-07-21,Product_4,45,3,4,7,50.0,46.0,43.857142857142854
2023-07-22,Product_4,46,2,5,7,45.0,44.0,44.142857142857146
2023-07-23,Product_4,44,2,6,7,46.0,47.0,43.714285714285715
2023-07-24,Product_4,42,2,0,7,44.0,46.0,43.142857142857146
2023-07-25,Product_4,48,4,1,7,42.0,36.0,44.857142857142854
2023-07-26,Product_4,59,3,2,7,48.0,39.0,47.714285714285715
2023-07-27,Product_4,44,2,3,7,59.0,50.0,46.857142857142854
2023-07-28,Product_4,48,2,4,7,44.0,45.0,47.285714285714285
2023-07-29,Product_4,41,4,5,7,48.0,46.0,46.57142857142857
2023-07-30,Product_4,46,4,6,7,41.0,44.0,46.857142857142854
2023-07-31,Product_4,50,2,0,7,46.0,42.0,48.0
2023-08-01,Product_4,45,5,1,8,50.0,48.0,47.57142857142857
2023-08-02,Product_4,42,2,2,8,45.0,59.0,45.142857142857146
2023-08-03,Product_4,41,5,3,8,42.0,44.0,44.714285714285715
2023-08-04,Product_4,35,5,4,8,41.0,48.0,42.857142857142854
2023-08-05,Product_4,36,2,5,8,35.0,41.0,42.142857142857146
2023-08-06,Product_4,48,5,6,8,36.0,46.0,42.42857142857143
2023-08-07,Product_4,51,2,0,8,48.0,50.0,42.57142857142857
2023-08-08,Product_4,41,2,1,8,51.0,45.0,42.0
2023-08-09,Product_4,44,4,2,8,41.0,42.0,42.285714285714285
2023-08-10,Product_4,44,3,3,8,44.0,41.0,42.714285714285715
2023-08-11,Product_4,40,3,4,8,44.0,35.0,43.42857142857143
2023-08-12,Product_4,42,4,5,8,40.0,36.0,44.285714285714285
2023-08-13,Product_4,38,5,6,8,42.0,48.0,42.857142857142854
2023-08-14,Product_4,38,5,0,8,38.0,51.0,41.0
2023-08-15,Product_4,41,5,1,8,38.0,41.0,41.0
2023-08-16,Product_4,42,3,2,8,41.0,44.0,40.714285714285715
2023-08-17,Product_4,43,4,3,8,42.0,44.0,40.57142857142857
2023-08-18,Product_4,45,4,4,8,43.0,40.0,41.285714285714285
2023-08-19,Product_4,41,2,5,8,45.0,42.0,41.142857142857146
2023-08-20,Product_4,37,4,6,8,41.0,38.0,41.0
2023-08-21,Product_4,49,2,0,8,37.0,38.0,42.57142857142857
2023-08-22,Product_4,43,5,1,8,49.0,41.0,42.857142857142854
2023-08-23,Product_4,45,4,2,8,43.0,42.0,43.285714285714285
2023-08-24,Product_4,38,3,3,8,45.0,43.0,42.57142857142857
2023-08-25,Product_4,43,2,4,8,38.0,45.0,42.285714285714285
2023-08-26,Product_4,42,5,5,8,43.0,41.0,42.42857142857143
2023-08-27,Product_4,38,3,6,8,42.0,37.0,42.57142857142857
2023-08-28,Product_4,41,4,0,8,38.0,49.0,41.42857142857143
2023-08-29,Product_4,40,4,1,8,41.0,43.0,41.0
2023-08-30,Product_4,54,3,2,8,40.0,45.0,42.285714285714285
2023-08-31,Product_4,38,2,3,8,54.0,38.0,42.285714285714285
2023-09-01,Product_4,42,4,4,9,38.0,43.0,42.142857142857146
2023-09-02,Product_4,36,2,5,9,42.0,42.0,41.285714285714285
2023-09-03,Product_4,45,5,6,9,36.0,38.0,42.285714285714285
2023-09-04,Product_4,47,2,0,9,45.0,41.0,43.142857142857146
2023-09-05,Product_4,37,4,1,9,47.0,40.0,42.714285714285715
2023-09-06,Product_4,49,2,2,9,37.0,54.0,42.0
2023-09-07,Product_4,36,3,3,9,49.0,38.0,41.714285714285715
2023-09-08,Product_4,35,3,4,9,36.0,42.0,40.714285714285715
2023-09-09,Product_4,47,4,5,9,35.0,36.0,42.285714285714285
2023-09-10,Product_4,39,4,6,9,47.0,45.0,41.42857142857143
2023-09-11,Product_4,31,5,0,9,39.0,47.0,39.142857142857146
2023-09-12,Product_4,37,5,1,9,31.0,37.0,39.142857142857146
2023-09-13,Product_4,46,5,2,9,37.0,49.0,38.714285714285715
2023-09-14,Product_4,32,5,3,9,46.0,36.0,38.142857142857146
2023-09-15,Product_4,35,5,4,9,32.0,35.0,38.142857142857146
2023-09-16,Product_4,47,5,5,9,35.0,47.0,38.142857142857146
2023-09-17,Product_4,34,5,6,9,47.0,39.0,37.42857142857143
2023-09-18,Product_4,39,2,0,9,34.0,31.0,38.57142857142857
2023-09-19,Product_4,35,2,1,9,39.0,37.0,38.285714285714285
2023-09-20,Product_4,38,3,2,9,35.0,46.0,37.142857142857146
2023-09-21,Product_4,46,4,3,9,38.0,32.0,39.142857142857146
2023-09-22,Product_4,47,4,4,9,46.0,35.0,40.857142857142854
2023-09-23,Product_4,39,2,5,9,47.0,47.0,39.714285714285715
2023-09-24,Product_4,36,2,6,9,39.0,34.0,40.0
2023-09-25,Product_4,44,3,0,9,36.0,39.0,40.714285714285715
2023-09-26,Product_4,48,5,1,9,44.0,35.0,42.57142857142857
2023-09-27,Product_4,49,2,2,9,48.0,38.0,44.142857142857146
2023-09-28,Product_4,37,3,3,9,49.0,46.0,42.857142857142854
2023-09-29,Product_4,37,4,4,9,37.0,47.0,41.42857142857143
2023-09-30,Product_4,39,4,5,9,37.0,39.0,41.42857142857143
2023-10-01,Product_4,39,4,6,10,39.0,36.0,41.857142857142854
2023-10-02,Product_4,42,3,0,10,39.0,44.0,41.57142857142857
2023-10-03,Product_4,39,3,1,10,42.0,48.0,40.285714285714285
2023-10-04,Product_4,38,4,2,10,39.0,49.0,38.714285714285715
2023-10-05,Product_4,31,2,3,10,38.0,37.0,37.857142857142854
2023-10-06,Product_4,38,3,4,10,31.0,37.0,38.0
2023-10-07,Product_4,43,5,5,10,38.0,39.0,38.57142857142857
2023-10-08,Product_4,38,3,6,10,43.0,39.0,38.42857142857143
2023-10-09,Product_4,32,5,0,10,38.0,42.0,37.0
2023-10-10,Product_4,32,3,1,10,32.0,39.0,36.0
2023-10-11,Product_4,34,2,2,10,32.0,38.0,35.42857142857143
2023-10-12,Product_4,40,2,3,10,34.0,31.0,36.714285714285715
2023-10-13,Product_4,48,4,4,10,40.0,38.0,38.142857142857146
2023-10-14,Product_4,41,4,5,10,48.0,43.0,37.857142857142854
2023-10-15,Product_4,31,5,6,10,41.0,38.0,36.857142857142854
2023-10-16,Product_4,37,2,0,10,31.0,32.0,37.57142857142857
2023-10-17,Product_4,34,5,1,10,37.0,32.0,37.857142857142854
2023-10-18,Product_4,36,4,2,10,34.0,34.0,38.142857142857146
2023-10-19,Product_4,30,5,3,10,36.0,40.0,36.714285714285715
2023-10-20,Product_4,44,4,4,10,30.0,48.0,36.142857142857146
2023-10-21,Product_4,39,4,5,10,44.0,41.0,35.857142857142854
2023-10-22,Product_4,35,3,6,10,39.0,31.0,36.42857142857143
2023-10-23,Product_4,28,2,0,10,35.0,37.0,35.142857142857146
2023-10-24,Product_4,39,4,1,10,28.0,34.0,35.857142857142854
2023-10-25,Product_4,42,2,2,10,39.0,36.0,36.714285714285715
2023-10-26,Product_4,45,5,3,10,42.0,30.0,38.857142857142854
2023-10-27,Product_4,34,2,4,10,45.0,44.0,37.42857142857143
2023-10-28,Product_4,43,5,5,10,34.0,39.0,38.0
2023-10-29,Product_4,41,5,6,10,43.0,35.0,38.857142857142854
2023-10-30,Product_4,38,3,0,10,41.0,28.0,40.285714285714285
2023-10-31,Product_4,42,2,1,10,38.0,39.0,40.714285714285715
2023-11-01,Product_4,43,4,2,11,42.0,42.0,40.857142857142854
2023-11-02,Product_4,39,2,3,11,43.0,45.0,40.0
2023-11-03,Product_4,42,5,4,11,39.0,34.0,41.142857142857146
2023-11-04,Product_4,44,5,5,11,42.0,43.0,41.285714285714285
2023-11-05,Product_4,39,3,6,11,44.0,41.0,41.0
2023-11-06,Product_4,41,5,0,11,39.0,38.0,41.42857142857143
2023-11-07,Product_4,36,5,1,11,41.0,42.0,40.57142857142857
2023-11-08,Product_4,47,4,2,11,36.0,43.0,41.142857142857146
2023-11-09,Product_4,41,4,3,11,47.0,39.0,41.42857142857143
2023-11-10,Product_4,35,2,4,11,41.0,42.0,40.42857142857143
2023-11-11,Product_4,38,3,5,11,35.0,44.0,39.57142857142857
2023-11-12,Product_4,39,4,6,11,38.0,39.0,39.57142857142857
2023-11-13,Product_4,49,5,0,11,39.0,41.0,40.714285714285715
2023-11-14,Product_4,56,4,1,11,49.0,36.0,43.57142857142857
2023-11-15,Product_4,41,2,2,11,56.0,47.0,42.714285714285715
2023-11-16,Product_4,42,4,3,11,41.0,41.0,42.857142857142854
2023-11-17,Product_4,44,4,4,11,42.0,35.0,44.142857142857146
2023-11-18,Product_4,45,2,5,11,44.0,38.0,45.142857142857146
2023-11-19,Product_4,50,4,6,11,45.0,39.0,46.714285714285715
2023-11-20,Product_4,42,5,0,11,50.0,49.0,45.714285714285715
2023-11-21,Product_4,42,2,1,11,42.0,56.0,43.714285714285715
2023-11-22,Product_4,49,5,2,11,42.0,41.0,44.857142857142854
2023-11-23,Product_4,42,5,3,11,49.0,42.0,44.857142857142854
2023-11-24,Product_4,47,3,4,11,42.0,44.0,45.285714285714285
2023-11-25,Product_4,29,2,5,11,47.0,45.0,43.0
2023-11-26,Product_4,54,4,6,11,29.0,50.0,43.57142857142857
2023-11-27,Product_4,43,4,0,11,54.0,42.0,43.714285714285715
2023-11-28,Product_4,40,3,1,11,43.0,42.0,43.42857142857143
2023-11-29,Product_4,46,2,2,11,40.0,49.0,43.0
2023-11-30,Product_4,50,5,3,11,46.0,42.0,44.142857142857146
2023-12-01,Product_4,42,4,4,12,50.0,47.0,43.42857142857143
2023-12-02,Product_4,49,4,5,12,42.0,29.0,46.285714285714285
2023-12-03,Product_4,47,3,6,12,49.0,54.0,45.285714285714285
2023-12-04,Product_4,48,2,0,12,47.0,43.0,46.0
2023-12-05,Product_4,49,2,1,12,48.0,40.0,47.285714285714285
2023-12-06,Product_4,49,5,2,12,49.0,46.0,47.714285714285715
2023-12-07,Product_4,49,2,3,12,49.0,50.0,47.57142857142857
2023-12-08,Product_4,49,3,4,12,49.0,42.0,48.57142857142857
2023-12-09,Product_4,48,4,5,12,49.0,49.0,48.42857142857143
2023-12-10,Product_4,46,3,6,12,48.0,47.0,48.285714285714285
2023-12-11,Product_4,42,3,0,12,46.0,48.0,47.42857142857143
2023-12-12,Product_4,38,3,1,12,42.0,49.0,45.857142857142854
2023-12-13,Product_4,38,4,2,12,38.0,49.0,44.285714285714285
2023-12-14,Product_4,43,5,3,12,38.0,49.0,43.42857142857143
2023-12-15,Product_4,45,2,4,12,43.0,49.0,42.857142857142854
2023-12-16,Product_4,47,5,5,12,45.0,48.0,42.714285714285715
2023-12-17,Product_4,50,3,6,12,47.0,46.0,43.285714285714285
2023-12-18,Product_4,47,3,0,12,50.0,42.0,44.0
2023-12-19,Product_4,43,5,1,12,47.0,38.0,44.714285714285715
2023-12-20,Product_4,47,3,2,12,43.0,38.0,46.0
2023-12-21,Product_4,48,3,3,12,47.0,43.0,46.714285714285715
2023-12-22,Product_4,40,5,4,12,48.0,45.0,46.0
2023-12-23,Product_4,44,3,5,12,40.0,47.0,45.57142857142857
2023-12-24,Product_4,53,3,6,12,44.0,50.0,46.0
2023-12-25,Product_4,45,5,0,12,53.0,47.0,45.714285714285715
2023-12-26,Product_4,53,2,1,12,45.0,43.0,47.142857142857146
2023-12-27,Product_4,48,4,2,12,53.0,47.0,47.285714285714285
2023-12-28,Product_4,41,2,3,12,48.0,48.0,46.285714285714285
2023-12-29,Product_4,48,3,4,12,41.0,40.0,47.42857142857143
2023-12-30,Product_4,50,2,5,12,48.0,44.0,48.285714285714285
2023-12-31,Product_4,51,4,6,12,50.0,53.0,48.0
2023-01-08,Product_5,76,5,6,1,69.0,72.0,78.42857142857143
2023-01-09,Product_5,80,5,0,1,76.0,79.0,78.57142857142857
2023-01-10,Product_5,69,2,1,1,80.0,75.0,77.71428571428571
2023-01-11,Product_5,79,5,2,1,69.0,82.0,77.28571428571429
2023-01-12,Product_5,80,4,3,1,79.0,87.0,76.28571428571429
2023-01-13,Product_5,81,2,4,1,80.0,81.0,76.28571428571429
2023-01-14,Product_5,82,5,5,1,81.0,69.0,78.14285714285714
2023-01-15,Product_5,74,2,6,1,82.0,76.0,77.85714285714286
2023-01-16,Product_5,77,3,0,1,74.0,80.0,77.42857142857143
2023-01-17,Product_5,82,3,1,1,77.0,69.0,79.28571428571429
2023-01-18,Product_5,83,3,2,1,82.0,79.0,79.85714285714286
2023-01-19,Product_5,80,5,3,1,83.0,80.0,79.85714285714286
2023-01-20,Product_5,83,2,4,1,80.0,81.0,80.14285714285714
2023-01-21,Product_5,81,5,5,1,83.0,82.0,80.0
2023-01-22,Product_5,78,2,6,1,81.0,74.0,80.57142857142857
2023-01-23,Product_5,80,3,0,1,78.0,77.0,81.0
2023-01-24,Product_5,74,5,1,1,80.0,82.0,79.85714285714286
2023-01-25,Product_5,84,4,2,1,74.0,83.0,80.0
2023-01-26,Product_5,81,2,3,1,84.0,80.0,80.14285714285714
2023-01-27,Product_5,71,5,4,1,81.0,83.0,78.42857142857143
2023-01-28,Product_5,74,5,5,1,71.0,81.0,77.42857142857143
2023-01-29,Product_5,77,4,6,1,74.0,78.0,77.28571428571429
2023-01-30,Product_5,82,3,0,1,77.0,80.0,77.57142857142857
2023-01-31,Product_5,84,2,1,1,82.0,74.0,79.0
2023-02-01,Product_5,81,5,2,2,84.0,84.0,78.57142857142857
2023-02-02,Product_5,77,2,3,2,81.0,81.0,78.0
2023-02-03,Product_5,83,2,4,2,77.0,71.0,79.71428571428571
2023-02-04,Product_5,80,5,5,2,83.0,74.0,80.57142857142857
2023-02-05,Product_5,82,5,6,2,80.0,77.0,81.28571428571429
2023-02-06,Product_5,83,2,0,2,82.0,82.0,81.42857142857143
2023-02-07,Product_5,78,3,1,2,83.0,84.0,80.57142857142857
2023-02-08,Product_5,81,4,2,2,78.0,81.0,80.57142857142857
2023-02-09,Product_5,73,5,3,2,81.0,77.0,80.0
2023-02-10,Product_5,70,5,4,2,73.0,83.0,78.14285714285714
2023-02-11,Product_5,82,2,5,2,70.0,80.0,78.42857142857143
2023-02-12,Product_5,77,5,6,2,82.0,82.0,77.71428571428571
2023-02-13,Product_5,82,3,0,2,77.0,83.0,77.57142857142857
2023-02-14,Product_5,81,2,1,2,82.0,78.0,78.0
2023-02-15,Product_5,84,2,2,2,81.0,81.0,78.42857142857143
2023-02-16,Product_5,91,2,3,2,84.0,73.0,81.0
2023-02-17,Product_5,80,2,4,2,91.0,70.0,82.42857142857143
2023-02-18,Product_5,85,3,5,2,80.0,82.0,82.85714285714286
2023-02-19,Product_5,86,2,6,2,85.0,77.0,84.14285714285714
2023-02-20,Product_5,86,2,0,2,86.0,82.0,84.71428571428571
2023-02-21,Product_5,87,3,1,2,86.0,81.0,85.57142857142857
2023-02-22,Product_5,87,5,2,2,87.0,84.0,86.0
2023-02-23,Product_5,83,3,3,2,87.0,91.0,84.85714285714286
2023-02-24,Product_5,84,3,4,2,83.0,80.0,85.42857142857143
2023-02-25,Product_5,82,3,5,2,84.0,85.0,85.0
2023-02-26,Product_5,80,4,6,2,82.0,86.0,84.14285714285714
2023-02-27,Product_5,85,4,0,2,80.0,86.0,84.0
2023-02-28,Product_5,89,3,1,2,85.0,87.0,84.28571428571429
2023-03-01,Product_5,87,3,2,3,89.0,87.0,84.28571428571429
2023-03-02,Product_5,80,3,3,3,87.0,83.0,83.85714285714286
2023-03-03,Product_5,85,3,4,3,80.0,84.0,84.0
2023-03-04,Product_5,86,3,5,3,85.0,82.0,84.57142857142857
2023-03-05,Product_5,84,3,6,3,86.0,80.0,85.14285714285714
2023-03-06,Product_5,85,4,0,3,84.0,85.0,85.14285714285714
2023-03-07,Product_5,85,2,1,3,85.0,89.0,84.57142857142857
2023-03-08,Product_5,80,5,2,3,85.0,87.0,83.57142857142857
2023-03-09,Product_5,91,3,3,3,80.0,80.0,85.14285714285714
2023-03-10,Product_5,89,2,4,3,91.0,85.0,85.71428571428571
2023-03-11,Product_5,80,5,5,3,89.0,86.0,84.85714285714286
2023-03-12,Product_5,84,2,6,3,80.0,84.0,84.85714285714286
2023-03-13,Product_5,83,5,0,3,84.0,85.0,84.57142857142857
2023-03-14,Product_5,77,2,1,3,83.0,85.0,83.42857142857143
2023-03-15,Product_5,83,5,2,3,77.0,80.0,83.85714285714286
2023-03-16,Product_5,81,4,3,3,83.0,91.0,82.42857142857143
2023-03-17,Product_5,86,3,4,3,81.0,89.0,82.0
2023-03-18,Product_5,80,4,5,3,86.0,80.0,82.0
2023-03-19,Product_5,83,5,6,3,80.0,84.0,81.85714285714286
2023-03-20,Product_5,79,4,0,3,83.0,83.0,81.28571428571429
2023-03-21,Product_5,79,3,1,3,79.0,77.0,81.57142857142857
2023-03-22,Product_5,88,5,2,3,79.0,83.0,82.28571428571429
2023-03-23,Product_5,79,5,3,3,88.0,81.0,82.0
2023-03-24,Product_5,95,2,4,3,79.0,86.0,83.28571428571429
2023-03-25,Product_5,89,4,5,3,95.0,80.0,84.57142857142857
2023-03-26,Product_5,87,5,6,3,89.0,83.0,85.14285714285714
2023-03-27,Product_5,89,4,0,3,87.0,79.0,86.57142857142857
2023-03-28,Product_5,87,5,1,3,89.0,79.0,87.71428571428571
2023-03-29,Product_5,91,5,2,3,87.0,88.0,88.14285714285714
2023-03-30,Product_5,83,5,3,3,91.0,79.0,88.71428571428571
2023-03-31,Product_5,84,4,4,3,83.0,95.0,87.14285714285714
2023-04-01,Product_5,87,3,5,4,84.0,89.0,86.85714285714286
2023-04-02,Product_5,86,5,6,4,87.0,87.0,86.71428571428571
2023-04-03,Product_5,82,5,0,4,86.0,89.0,85.71428571428571
2023-04-04,Product_5,85,3,1,4,82.0,87.0,85.42857142857143
2023-04-05,Product_5,86,4,2,4,85.0,91.0,84.71428571428571
2023-04-06,Product_5,86,2,3,4,86.0,83.0,85.14285714285714
2023-04-07,Product_5,96,4,4,4,86.0,84.0,86.85714285714286
2023-04-08,Product_5,88,4,5,4,96.0,87.0,87.0
2023-04-09,Product_5,93,2,6,4,88.0,86.0,88.0
2023-04-10,Product_5,87,4,0,4,93.0,82.0,88.71428571428571
2023-04-11,Product_5,89,2,1,4,87.0,85.0,89.28571428571429
2023-04-12,Product_5,93,3,2,4,89.0,86.0,90.28571428571429
2023-04-13,Product_5,83,4,3,4,93.0,86.0,89.85714285714286
2023-04-14,Product_5,90,4,4,4,83.0,96.0,89.0
2023-04-15,Product_5,85,5,5,4,90.0,88.0,88.57142857142857
2023-04-16,Product_5,87,4,6,4,85.0,93.0,87.71428571428571
2023-04-17,Product_5,87,2,0,4,87.0,87.0,87.71428571428571
2023-04-18,Product_5,80,2,1,4,87.0,89.0,86.42857142857143
2023-04-19,Product_5,84,3,2,4,80.0,93.0,85.14285714285714
2023-04-20,Product_5,87,5,3,4,84.0,83.0,85.71428571428571
2023-04-21,Product_5,81,3,4,4,87.0,90.0,84.42857142857143
2023-04-22,Product_5,85,3,5,4,81.0,85.0,84.42857142857143
2023-04-23,Product_5,87,5,6,4,85.0,87.0,84.42857142857143
2023-04-24,Product_5,86,5,0,4,87.0,87.0,84.28571428571429
2023-04-25,Product_5,76,3,1,4,86.0,80.0,83.71428571428571
2023-04-26,Product_5,81,4,2,4,76.0,84.0,83.28571428571429
2023-04-27,Product_5,87,3,3,4,81.0,87.0,83.28571428571429
2023-04-28,Product_5,84,2,4,4,87.0,81.0,83.71428571428571
2023-04-29,Product_5,88,3,5,4,84.0,85.0,84.14285714285714
2023-04-30,Product_5,85,3,6,4,88.0,87.0,83.85714285714286
2023-05-01,Product_5,78,4,0,5,85.0,86.0,82.71428571428571
2023-05-02,Product_5,85,3,1,5,78.0,76.0,84.0
2023-05-03,Product_5,89,5,2,5,85.0,81.0,85.14285714285714
2023-05-04,Product_5,85,5,3,5,89.0,87.0,84.85714285714286
2023-05-05,Product_5,85,2,4,5,85.0,84.0,85.0
2023-05-06,Product_5,87,5,5,5,85.0,88.0,84.85714285714286
2023-05-07,Product_5,84,4,6,5,87.0,85.0,84.71428571428571
2023-05-08,Product_5,84,5,0,5,84.0,78.0,85.57142857142857
2023-05-09,Product_5,80,5,1,5,84.0,85.0,84.85714285714286
2023-05-10,Product_5,85,4,2,5,80.0,89.0,84.28571428571429
2023-05-11,Product_5,70,4,3,5,85.0,85.0,82.14285714285714
2023-05-12,Product_5,83,3,4,5,70.0,85.0,81.85714285714286
2023-05-13,Product_5,75,2,5,5,83.0,87.0,80.14285714285714
2023-05-14,Product_5,84,2,6,5,75.0,84.0,80.14285714285714
2023-05-15,Product_5,79,2,0,5,84.0,84.0,79.42857142857143
2023-05-16,Product_5,89,4,1,5,79.0,80.0,80.71428571428571
2023-05-17,Product_5,85,3,2,5,89.0,85.0,80.71428571428571
2023-05-18,Product_5,82,4,3,5,85.0,70.0,82.42857142857143
2023-05-19,Product_5,88,3,4,5,82.0,83.0,83.14285714285714
2023-05-20,Product_5,81,5,5,5,88.0,75.0,84.0
2023-05-21,Product_5,77,4,6,5,81.0,84.0,83.0
2023-05-22,Product_5,78,4,0,5,77.0,79.0,82.85714285714286
2023-05-23,Product_5,85,5,1,5,78.0,89.0,82.28571428571429
2023-05-24,Product_5,84,2,2,5,85.0,85.0,82.14285714285714
2023-05-25,Product_5,84,5,3,5,84.0,82.0,82.42857142857143
